Programkod	Programanmkod	Program	Läsår	Läsår_link0
NM008	M0002.1011	Växtbiologi - masterprogram PLPA	10/11 	ramschema.cfm?programkod=NM008&selLasar=1011&sprak=sv&programanmkod=M0002.1011
NM008	M0001.1112	Växtbiologi - masterprogram PLBI	11/12 	ramschema.cfm?programkod=NM008&selLasar=1112&sprak=sv&programanmkod=M0001.1112
NM008	M0001.1213	Växtbiologi - masterprogram PLBI	12/13 	ramschema.cfm?programkod=NM008&selLasar=1213&sprak=sv&programanmkod=M0001.1213
NM008	81026.1314	Växtbiologi - masterprogram PLAB	13/14 	ramschema.cfm?programkod=NM008&selLasar=1314&sprak=sv&programanmkod=81026.1314
NM008	M0001.1415	Växtbiologi - masterprogram PLBI	14/15 	ramschema.cfm?programkod=NM008&selLasar=1415&sprak=sv&programanmkod=M0001.1415
NM008	M0001.1516	Växtbiologi - masterprogram PLBI	15/16 	ramschema.cfm?programkod=NM008&selLasar=1516&sprak=sv&programanmkod=M0001.1516
NM008	M0001.1617	Växtbiologi - masterprogram PLBI	16/17 	ramschema.cfm?programkod=NM008&selLasar=1617&sprak=sv&programanmkod=M0001.1617
NM008	M0001.1718	Växtbiologi - masterprogram PLBI	17/18 	ramschema.cfm?programkod=NM008&selLasar=1718&sprak=sv&programanmkod=M0001.1718
NM008	M0001.1819	Växtbiologi - masterprogram PLBI	18/19 	ramschema.cfm?programkod=NM008&selLasar=1819&sprak=sv&programanmkod=M0001.1819
NM009	81021.0910	Landsbygdsutveckling och naturresursförvaltning - masterprogram	09/10 	ramschema.cfm?programkod=NM009&selLasar=0910&sprak=sv&programanmkod=81021.0910
NM009	81021.1011	Landsbygdsutveckling och naturresursförvaltning - masterprogram	10/11 	ramschema.cfm?programkod=NM009&selLasar=1011&sprak=sv&programanmkod=81021.1011
NM009	81021.1112	Landsbygdsutveckling och naturresursförvaltning - masterprogram	11/12 	ramschema.cfm?programkod=NM009&selLasar=1112&sprak=sv&programanmkod=81021.1112
NM009	81021.1213	Landsbygdsutveckling och naturresursförvaltning - masterprogram	12/13 	ramschema.cfm?programkod=NM009&selLasar=1213&sprak=sv&programanmkod=81021.1213
NM009	81021.1314	Landsbygdsutveckling och naturresursförvaltning - masterprogram	13/14 	ramschema.cfm?programkod=NM009&selLasar=1314&sprak=sv&programanmkod=81021.1314
NM009	81021.1415	Landsbygdsutveckling och naturresursförvaltning - masterprogram	14/15 	ramschema.cfm?programkod=NM009&selLasar=1415&sprak=sv&programanmkod=81021.1415
NM009	81021.1516	Landsbygdsutveckling och naturresursförvaltning - masterprogram	15/16 	ramschema.cfm?programkod=NM009&selLasar=1516&sprak=sv&programanmkod=81021.1516
NM009	81021.1617	Landsbygdsutveckling och naturresursförvaltning - masterprogram	16/17 	ramschema.cfm?programkod=NM009&selLasar=1617&sprak=sv&programanmkod=81021.1617
NM009	81021.1718	Landsbygdsutveckling och naturresursförvaltning - masterprogram	17/18 	ramschema.cfm?programkod=NM009&selLasar=1718&sprak=sv&programanmkod=81021.1718
NM009	81021.1819	Landsbygdsutveckling och naturresursförvaltning - masterprogram	18/19 	ramschema.cfm?programkod=NM009&selLasar=1819&sprak=sv&programanmkod=81021.1819
NM009	81021.1920	Landsbygdsutveckling och naturresursförvaltning - masterprogram	19/20 	ramschema.cfm?programkod=NM009&selLasar=1920&sprak=sv&programanmkod=81021.1920
NM009	81031.2021	Landsbygdsutveckling och naturresursförvaltning - masterprogram	20/21 	ramschema.cfm?programkod=NM009&selLasar=2021&sprak=sv&programanmkod=81031.2021
NM009	81031.2122	Landsbygdsutveckling och naturresursförvaltning - masterprogram	21/22 	ramschema.cfm?programkod=NM009&selLasar=2122&sprak=sv&programanmkod=81031.2122
NM009	81031.2223	Landsbygdsutveckling och naturresursförvaltning - masterprogram	22/23 	ramschema.cfm?programkod=NM009&selLasar=2223&sprak=sv&programanmkod=81031.2223
NM010	81022.0910	Uthållig mark- och vattenanvändning - masterprogram	09/10 	ramschema.cfm?programkod=NM010&selLasar=0910&sprak=sv&programanmkod=81022.0910
NM010	81022.1011	Uthållig mark- och vattenanvändning - masterprogram	10/11 	ramschema.cfm?programkod=NM010&selLasar=1011&sprak=sv&programanmkod=81022.1011
NM010	81022.1112	Uthållig mark- och vattenanvändning - masterprogram	11/12 	ramschema.cfm?programkod=NM010&selLasar=1112&sprak=sv&programanmkod=81022.1112
NM010	81022.1213	Uthållig mark- och vattenanvändning - masterprogram	12/13 	ramschema.cfm?programkod=NM010&selLasar=1213&sprak=sv&programanmkod=81022.1213
NM010	81022.1314	Uthållig mark- och vattenanvändning - masterprogram	13/14 	ramschema.cfm?programkod=NM010&selLasar=1314&sprak=sv&programanmkod=81022.1314
NM010	81022.1415	Uthållig mark- och vattenanvändning - masterprogram	14/15 	ramschema.cfm?programkod=NM010&selLasar=1415&sprak=sv&programanmkod=81022.1415
NM010	81022.1516	Uthållig mark- och vattenanvändning - masterprogram	15/16 	ramschema.cfm?programkod=NM010&selLasar=1516&sprak=sv&programanmkod=81022.1516
NM010	81022.1617	Uthållig mark- och vattenanvändning - masterprogram	16/17 	ramschema.cfm?programkod=NM010&selLasar=1617&sprak=sv&programanmkod=81022.1617
NM010	81022.1718	Uthållig mark- och vattenanvändning - masterprogram	17/18 	ramschema.cfm?programkod=NM010&selLasar=1718&sprak=sv&programanmkod=81022.1718
NM011	81023.0910	Masterprogram i hållbar utveckling	09/10 	ramschema.cfm?programkod=NM011&selLasar=0910&sprak=sv&programanmkod=81023.0910
NM011	81023.1011	Masterprogram i hållbar utveckling	10/11 	ramschema.cfm?programkod=NM011&selLasar=1011&sprak=sv&programanmkod=81023.1011
NM011	81023.1314	Masterprogram i hållbar utveckling	13/14 	ramschema.cfm?programkod=NM011&selLasar=1314&sprak=sv&programanmkod=81023.1314
NM011	81023.1718	Masterprogram i hållbar utveckling	17/18 	ramschema.cfm?programkod=NM011&selLasar=1718&sprak=sv&programanmkod=81023.1718
NM011	81023.1819	Masterprogram i hållbar utveckling	18/19 	ramschema.cfm?programkod=NM011&selLasar=1819&sprak=sv&programanmkod=81023.1819
NM011	81023.1920	Masterprogram i hållbar utveckling	19/20 	ramschema.cfm?programkod=NM011&selLasar=1920&sprak=sv&programanmkod=81023.1920
NM012	81024.0910	Skogen som naturresurs - masterprogram	09/10 	ramschema.cfm?programkod=NM012&selLasar=0910&sprak=sv&programanmkod=81024.0910
NM012	81024.1011	Skogen som naturresurs - masterprogram	10/11 	ramschema.cfm?programkod=NM012&selLasar=1011&sprak=sv&programanmkod=81024.1011
NM012	81024.1112	Skogen som naturresurs - masterprogram	11/12 	ramschema.cfm?programkod=NM012&selLasar=1112&sprak=sv&programanmkod=81024.1112
NM024	81006.1112	Food - Innovation and Market - Master´s Programme	11/12 	ramschema.cfm?programkod=NM024&selLasar=1112&sprak=sv&programanmkod=81006.1112
NM024	81006.1213	Food - Innovation and Market - Master´s Programme	12/13 	ramschema.cfm?programkod=NM024&selLasar=1213&sprak=sv&programanmkod=81006.1213
NM024	81006.1314	Food - Innovation and Market - Master´s Programme	13/14 	ramschema.cfm?programkod=NM024&selLasar=1314&sprak=sv&programanmkod=81006.1314
NM025	81025.1112	EnvEuro - European Master in Environmental Science	11/12 	ramschema.cfm?programkod=NM025&selLasar=1112&sprak=sv&programanmkod=81025.1112
NM025	81025.1213	EnvEuro - European Master in Environmental Science	12/13 	ramschema.cfm?programkod=NM025&selLasar=1213&sprak=sv&programanmkod=81025.1213
NM025	81025.1314	EnvEuro - European Master in Environmental Science	13/14 	ramschema.cfm?programkod=NM025&selLasar=1314&sprak=sv&programanmkod=81025.1314
NM025	81025.1415	EnvEuro - European Master in Environmental Science	14/15 	ramschema.cfm?programkod=NM025&selLasar=1415&sprak=sv&programanmkod=81025.1415
NM025	81025.1516	EnvEuro - European Master in Environmental Science	15/16 	ramschema.cfm?programkod=NM025&selLasar=1516&sprak=sv&programanmkod=81025.1516
NM025	81025.1617	EnvEuro - European Master in Environmental Science	16/17 	ramschema.cfm?programkod=NM025&selLasar=1617&sprak=sv&programanmkod=81025.1617
NM025	81025.1718	EnvEuro - European Master in Environmental Science	17/18 	ramschema.cfm?programkod=NM025&selLasar=1718&sprak=sv&programanmkod=81025.1718
NM025	81033.1718	EnvEuro - European Master in Environmental Science	17/18 	ramschema.cfm?programkod=NM025&selLasar=1718&sprak=sv&programanmkod=81033.1718
NM025	81025.1819	EnvEuro - European Master in Environmental Science	18/19 	ramschema.cfm?programkod=NM025&selLasar=1819&sprak=sv&programanmkod=81025.1819
NM025	81051.1920	EnvEuro - European Master in Environmental Science	19/20 	ramschema.cfm?programkod=NM025&selLasar=1920&sprak=sv&programanmkod=81051.1920
NM025	81033.2021	EnvEuro - European Master in Environmental Science	20/21 	ramschema.cfm?programkod=NM025&selLasar=2021&sprak=sv&programanmkod=81033.2021
NM025	81051.2122	EnvEuro - European Master in Environmental Science	21/22 	ramschema.cfm?programkod=NM025&selLasar=2122&sprak=sv&programanmkod=81051.2122
NM025	81051.2223	EnvEuro - European Master in Environmental Science	22/23 	ramschema.cfm?programkod=NM025&selLasar=2223&sprak=sv&programanmkod=81051.2223
NM026	81020.1112	Miljökommunikation - masterprogram	11/12 	ramschema.cfm?programkod=NM026&selLasar=1112&sprak=sv&programanmkod=81020.1112
NM026	81020.1213	Miljökommunikation - masterprogram	12/13 	ramschema.cfm?programkod=NM026&selLasar=1213&sprak=sv&programanmkod=81020.1213
NM026	81020.1314	Miljökommunikation - masterprogram	13/14 	ramschema.cfm?programkod=NM026&selLasar=1314&sprak=sv&programanmkod=81020.1314
NM026	81020.1415	Miljökommunikation - masterprogram	14/15 	ramschema.cfm?programkod=NM026&selLasar=1415&sprak=sv&programanmkod=81020.1415
NM026	81020.1516	Miljökommunikation - masterprogram	15/16 	ramschema.cfm?programkod=NM026&selLasar=1516&sprak=sv&programanmkod=81020.1516
NM026	81020.1617	Miljökommunikation - masterprogram	16/17 	ramschema.cfm?programkod=NM026&selLasar=1617&sprak=sv&programanmkod=81020.1617
NM026	81020.1718	Miljökommunikation - masterprogram	17/18 	ramschema.cfm?programkod=NM026&selLasar=1718&sprak=sv&programanmkod=81020.1718
NM026	81020.1819	Miljökommunikation - masterprogram	18/19 	ramschema.cfm?programkod=NM026&selLasar=1819&sprak=sv&programanmkod=81020.1819
NM026	81020.1920	Miljökommunikation - masterprogram	19/20 	ramschema.cfm?programkod=NM026&selLasar=1920&sprak=sv&programanmkod=81020.1920
NM026	81034.1920	Miljökommunikation - masterprogram	19/20 	ramschema.cfm?programkod=NM026&selLasar=1920&sprak=sv&programanmkod=81034.1920
NM026	81034.2021	Miljökommunikation - masterprogram	20/21 	ramschema.cfm?programkod=NM026&selLasar=2021&sprak=sv&programanmkod=81034.2021
NM026	81034.2122	Miljökommunikation - masterprogram	21/22 	ramschema.cfm?programkod=NM026&selLasar=2122&sprak=sv&programanmkod=81034.2122
NM026	81034.2223	Miljökommunikation - masterprogram	22/23 	ramschema.cfm?programkod=NM026&selLasar=2223&sprak=sv&programanmkod=81034.2223
NM028	81041.1819	Sustainable Food Systems – Master´s Programme	18/19 	ramschema.cfm?programkod=NM028&selLasar=1819&sprak=sv&programanmkod=81041.1819
NM028	81041.1920	Sustainable Food Systems – Master´s Programme	19/20 	ramschema.cfm?programkod=NM028&selLasar=1920&sprak=sv&programanmkod=81041.1920
NM028	81050.1920	Sustainable Food Systems – Master´s Programme	19/20 	ramschema.cfm?programkod=NM028&selLasar=1920&sprak=sv&programanmkod=81050.1920
NM028	81050.2021	Sustainable Food Systems – Master´s Programme	20/21 	ramschema.cfm?programkod=NM028&selLasar=2021&sprak=sv&programanmkod=81050.2021
NM028	81050.2122	Sustainable Food Systems – Master´s Programme	21/22 	ramschema.cfm?programkod=NM028&selLasar=2122&sprak=sv&programanmkod=81050.2122
NM028	81050.2223	Sustainable Food Systems – Master´s Programme	22/23 	ramschema.cfm?programkod=NM028&selLasar=2223&sprak=sv&programanmkod=81050.2223
NM029	81051.1819	Mark, vatten och miljö - masterprogram	18/19 	ramschema.cfm?programkod=NM029&selLasar=1819&sprak=sv&programanmkod=81051.1819
NM029	81025.1920	Mark, vatten och miljö - masterprogram	19/20 	ramschema.cfm?programkod=NM029&selLasar=1920&sprak=sv&programanmkod=81025.1920
NM029	81052.1920	Mark, vatten och miljö - masterprogram	19/20 	ramschema.cfm?programkod=NM029&selLasar=1920&sprak=sv&programanmkod=81052.1920
NM029	81025.2021	Mark, vatten och miljö - masterprogram	20/21 	ramschema.cfm?programkod=NM029&selLasar=2021&sprak=sv&programanmkod=81025.2021
NM029	81025.2122	Mark, vatten och miljö - masterprogram	21/22 	ramschema.cfm?programkod=NM029&selLasar=2122&sprak=sv&programanmkod=81025.2122
NM029	81025.2223	Mark, vatten och miljö - masterprogram	22/23 	ramschema.cfm?programkod=NM029&selLasar=2223&sprak=sv&programanmkod=81025.2223
NM030	81054.1819	Policyanalys inom jordbruk, miljö och livsmedel (AFEPA) - masterprogram	18/19 	ramschema.cfm?programkod=NM030&selLasar=1819&sprak=sv&programanmkod=81054.1819
NM030	81054.1920	Policyanalys inom jordbruk, miljö och livsmedel (AFEPA) - masterprogram	19/20 	ramschema.cfm?programkod=NM030&selLasar=1920&sprak=sv&programanmkod=81054.1920
NM030	81054.2021	Policyanalys inom jordbruk, miljö och livsmedel (AFEPA) - masterprogram	20/21 	ramschema.cfm?programkod=NM030&selLasar=2021&sprak=sv&programanmkod=81054.2021
NM030	81054.2122	Policyanalys inom jordbruk, miljö och livsmedel (AFEPA) - masterprogram	21/22 	ramschema.cfm?programkod=NM030&selLasar=2122&sprak=sv&programanmkod=81054.2122
NM030	81054.2223	Policyanalys inom jordbruk, miljö och livsmedel (AFEPA) - masterprogram	22/23 	ramschema.cfm?programkod=NM030&selLasar=2223&sprak=sv&programanmkod=81054.2223
NM031	81070.1920	Agrar ekonomi och företagsledning - masterprogram	19/20 	ramschema.cfm?programkod=NM031&selLasar=1920&sprak=sv&programanmkod=81070.1920
NM031	81071.2021	Agrar ekonomi och företagsledning - masterprogram	20/21 	ramschema.cfm?programkod=NM031&selLasar=2021&sprak=sv&programanmkod=81071.2021
NM031	81071.2122	Agrar ekonomi och företagsledning - masterprogram	21/22 	ramschema.cfm?programkod=NM031&selLasar=2122&sprak=sv&programanmkod=81071.2122
NM031	81070.2223	Agrar ekonomi och företagsledning - masterprogram	22/23 	ramschema.cfm?programkod=NM031&selLasar=2223&sprak=sv&programanmkod=81070.2223
NM032	81001.2223	Masterprogrammet Hållbara livsmedelssystem	22/23 	ramschema.cfm?programkod=NM032&selLasar=2223&sprak=sv&programanmkod=81001.2223
NY001	91003.0910	Agronomprogrammet - ekonomi (270 hp)	09/10 	ramschema.cfm?programkod=NY001&selLasar=0910&sprak=sv&programanmkod=91003.0910
NY001	91003.1011	Agronomprogrammet - ekonomi (270 hp)	10/11 	ramschema.cfm?programkod=NY001&selLasar=1011&sprak=sv&programanmkod=91003.1011
NY001	91003.1112	Agronomprogrammet - ekonomi (270 hp)	11/12 	ramschema.cfm?programkod=NY001&selLasar=1112&sprak=sv&programanmkod=91003.1112
NY001	91003.1213	Agronomprogrammet - ekonomi (270 hp)	12/13 	ramschema.cfm?programkod=NY001&selLasar=1213&sprak=sv&programanmkod=91003.1213
NY001	91003.1314	Agronomprogrammet - ekonomi (270 hp)	13/14 	ramschema.cfm?programkod=NY001&selLasar=1314&sprak=sv&programanmkod=91003.1314
NY001	91003.1415	Agronomprogrammet - ekonomi (270 hp)	14/15 	ramschema.cfm?programkod=NY001&selLasar=1415&sprak=sv&programanmkod=91003.1415
NY001	91003.1516	Agronomprogrammet - ekonomi (270 hp)	15/16 	ramschema.cfm?programkod=NY001&selLasar=1516&sprak=sv&programanmkod=91003.1516
NY001	91003.1617	Agronomprogrammet - ekonomi (270 hp)	16/17 	ramschema.cfm?programkod=NY001&selLasar=1617&sprak=sv&programanmkod=91003.1617
NY001	91003.1718	Agronomprogrammet - ekonomi (270 hp)	17/18 	ramschema.cfm?programkod=NY001&selLasar=1718&sprak=sv&programanmkod=91003.1718
NY002	91004.0910	Agronomprogrammet - livsmedel (270 hp)	09/10 	ramschema.cfm?programkod=NY002&selLasar=0910&sprak=sv&programanmkod=91004.0910
NY002	91004.1011	Agronomprogrammet - livsmedel (270 hp)	10/11 	ramschema.cfm?programkod=NY002&selLasar=1011&sprak=sv&programanmkod=91004.1011
NY002	91004.1112	Agronomprogrammet - livsmedel (270 hp)	11/12 	ramschema.cfm?programkod=NY002&selLasar=1112&sprak=sv&programanmkod=91004.1112
NY002	91004.1213	Agronomprogrammet - livsmedel (270 hp)	12/13 	ramschema.cfm?programkod=NY002&selLasar=1213&sprak=sv&programanmkod=91004.1213
NY002	91004.1314	Agronomprogrammet - livsmedel (270 hp)	13/14 	ramschema.cfm?programkod=NY002&selLasar=1314&sprak=sv&programanmkod=91004.1314
NY002	91004.1415	Agronomprogrammet - livsmedel (270 hp)	14/15 	ramschema.cfm?programkod=NY002&selLasar=1415&sprak=sv&programanmkod=91004.1415
NY002	91004.1516	Agronomprogrammet - livsmedel (270 hp)	15/16 	ramschema.cfm?programkod=NY002&selLasar=1516&sprak=sv&programanmkod=91004.1516
NY002	91004.1617	Agronomprogrammet - livsmedel (270 hp)	16/17 	ramschema.cfm?programkod=NY002&selLasar=1617&sprak=sv&programanmkod=91004.1617
NY002	91004.1718	Agronomprogrammet - livsmedel (270 hp)	17/18 	ramschema.cfm?programkod=NY002&selLasar=1718&sprak=sv&programanmkod=91004.1718
NY002	91004.1819	Agronomprogrammet - livsmedel (270 hp)	18/19 	ramschema.cfm?programkod=NY002&selLasar=1819&sprak=sv&programanmkod=91004.1819
NY003	91005.0910	Agronomprogrammet - mark/växt (270 hp)	09/10 	ramschema.cfm?programkod=NY003&selLasar=0910&sprak=sv&programanmkod=91005.0910
NY003	91005.1011	Agronomprogrammet - mark/växt (270 hp)	10/11 	ramschema.cfm?programkod=NY003&selLasar=1011&sprak=sv&programanmkod=91005.1011
NY003	91005.1112	Agronomprogrammet - mark/växt (270 hp)	11/12 	ramschema.cfm?programkod=NY003&selLasar=1112&sprak=sv&programanmkod=91005.1112
NY003	91005.1213	Agronomprogrammet - mark/växt (270 hp)	12/13 	ramschema.cfm?programkod=NY003&selLasar=1213&sprak=sv&programanmkod=91005.1213
NY003	91005.1314	Agronomprogrammet - mark/växt (270 hp)	13/14 	ramschema.cfm?programkod=NY003&selLasar=1314&sprak=sv&programanmkod=91005.1314
NY003	91005.1415	Agronomprogrammet - mark/växt (270 hp)	14/15 	ramschema.cfm?programkod=NY003&selLasar=1415&sprak=sv&programanmkod=91005.1415
NY003	91005.1516	Agronomprogrammet - mark/växt (270 hp)	15/16 	ramschema.cfm?programkod=NY003&selLasar=1516&sprak=sv&programanmkod=91005.1516
NY003	91005.1617	Agronomprogrammet - mark/växt (270 hp)	16/17 	ramschema.cfm?programkod=NY003&selLasar=1617&sprak=sv&programanmkod=91005.1617
NY003	91005.1718	Agronomprogrammet - mark/växt (270 hp)	17/18 	ramschema.cfm?programkod=NY003&selLasar=1718&sprak=sv&programanmkod=91005.1718
NY003	91005.1819	Agronomprogrammet - mark/växt (270 hp)	18/19 	ramschema.cfm?programkod=NY003&selLasar=1819&sprak=sv&programanmkod=91005.1819
NY003	91005.1920	Agronomprogrammet - mark/växt (270 hp)	19/20 	ramschema.cfm?programkod=NY003&selLasar=1920&sprak=sv&programanmkod=91005.1920
NY004	91008.0910	Landskapsarkitektprogrammet, Ultuna	09/10 	ramschema.cfm?programkod=NY004&selLasar=0910&sprak=sv&programanmkod=91008.0910
NY004	91008.1011	Landskapsarkitektprogrammet, Ultuna	10/11 	ramschema.cfm?programkod=NY004&selLasar=1011&sprak=sv&programanmkod=91008.1011
NY004	91008.1112	Landskapsarkitektprogrammet, Ultuna	11/12 	ramschema.cfm?programkod=NY004&selLasar=1112&sprak=sv&programanmkod=91008.1112
NY004	91008.1213	Landskapsarkitektprogrammet, Ultuna	12/13 	ramschema.cfm?programkod=NY004&selLasar=1213&sprak=sv&programanmkod=91008.1213
NY004	91008.1314	Landskapsarkitektprogrammet, Ultuna	13/14 	ramschema.cfm?programkod=NY004&selLasar=1314&sprak=sv&programanmkod=91008.1314
NY007	91030.0910	Agronomprogrammet - landsbygdsutveckling (270 hp)	09/10 	ramschema.cfm?programkod=NY007&selLasar=0910&sprak=sv&programanmkod=91030.0910
NY007	91030.1011	Agronomprogrammet - landsbygdsutveckling (270 hp)	10/11 	ramschema.cfm?programkod=NY007&selLasar=1011&sprak=sv&programanmkod=91030.1011
NY007	91030.1112	Agronomprogrammet - landsbygdsutveckling (270 hp)	11/12 	ramschema.cfm?programkod=NY007&selLasar=1112&sprak=sv&programanmkod=91030.1112
NY007	91030.1213	Agronomprogrammet - landsbygdsutveckling (270 hp)	12/13 	ramschema.cfm?programkod=NY007&selLasar=1213&sprak=sv&programanmkod=91030.1213
NY007	91030.1314	Agronomprogrammet - landsbygdsutveckling (270 hp)	13/14 	ramschema.cfm?programkod=NY007&selLasar=1314&sprak=sv&programanmkod=91030.1314
NY007	91030.1415	Agronomprogrammet - landsbygdsutveckling (270 hp)	14/15 	ramschema.cfm?programkod=NY007&selLasar=1415&sprak=sv&programanmkod=91030.1415
NY007	91030.1516	Agronomprogrammet - landsbygdsutveckling (270 hp)	15/16 	ramschema.cfm?programkod=NY007&selLasar=1516&sprak=sv&programanmkod=91030.1516
NY007	91030.1617	Agronomprogrammet - landsbygdsutveckling (270 hp)	16/17 	ramschema.cfm?programkod=NY007&selLasar=1617&sprak=sv&programanmkod=91030.1617
NY007	91030.1718	Agronomprogrammet - landsbygdsutveckling (270 hp)	17/18 	ramschema.cfm?programkod=NY007&selLasar=1718&sprak=sv&programanmkod=91030.1718
NY008	91041.1617	Agronomprogrammet - ekonomi	16/17 	ramschema.cfm?programkod=NY008&selLasar=1617&sprak=sv&programanmkod=91041.1617
NY008	91041.1718	Agronomprogrammet - ekonomi	17/18 	ramschema.cfm?programkod=NY008&selLasar=1718&sprak=sv&programanmkod=91041.1718
NY008	91041.1819	Agronomprogrammet - ekonomi	18/19 	ramschema.cfm?programkod=NY008&selLasar=1819&sprak=sv&programanmkod=91041.1819
NY008	91041.1920	Agronomprogrammet - ekonomi	19/20 	ramschema.cfm?programkod=NY008&selLasar=1920&sprak=sv&programanmkod=91041.1920
NY008	91041.2021	Agronomprogrammet - ekonomi	20/21 	ramschema.cfm?programkod=NY008&selLasar=2021&sprak=sv&programanmkod=91041.2021
NY008	91041.2122	Agronomprogrammet - ekonomi	21/22 	ramschema.cfm?programkod=NY008&selLasar=2122&sprak=sv&programanmkod=91041.2122
NY008	91041.2223	Agronomprogrammet - ekonomi	22/23 	ramschema.cfm?programkod=NY008&selLasar=2223&sprak=sv&programanmkod=91041.2223
NY009	91042.1617	Agronomprogrammet - landsbygdsutveckling	16/17 	ramschema.cfm?programkod=NY009&selLasar=1617&sprak=sv&programanmkod=91042.1617
NY009	91042.1718	Agronomprogrammet - landsbygdsutveckling	17/18 	ramschema.cfm?programkod=NY009&selLasar=1718&sprak=sv&programanmkod=91042.1718
NY009	91042.1819	Agronomprogrammet - landsbygdsutveckling	18/19 	ramschema.cfm?programkod=NY009&selLasar=1819&sprak=sv&programanmkod=91042.1819
NY009	91042.1920	Agronomprogrammet - landsbygdsutveckling	19/20 	ramschema.cfm?programkod=NY009&selLasar=1920&sprak=sv&programanmkod=91042.1920
NY009	91042.2021	Agronomprogrammet - landsbygdsutveckling	20/21 	ramschema.cfm?programkod=NY009&selLasar=2021&sprak=sv&programanmkod=91042.2021
NY009	91042.2122	Agronomprogrammet - landsbygdsutveckling	21/22 	ramschema.cfm?programkod=NY009&selLasar=2122&sprak=sv&programanmkod=91042.2122
NY009	91042.2223	Agronomprogrammet - landsbygdsutveckling	22/23 	ramschema.cfm?programkod=NY009&selLasar=2223&sprak=sv&programanmkod=91042.2223
NY010	91043.1617	Agronomprogrammet - livsmedel	16/17 	ramschema.cfm?programkod=NY010&selLasar=1617&sprak=sv&programanmkod=91043.1617
NY010	91043.1718	Agronomprogrammet - livsmedel	17/18 	ramschema.cfm?programkod=NY010&selLasar=1718&sprak=sv&programanmkod=91043.1718
NY010	91043.1819	Agronomprogrammet - livsmedel	18/19 	ramschema.cfm?programkod=NY010&selLasar=1819&sprak=sv&programanmkod=91043.1819
NY010	91043.1920	Agronomprogrammet - livsmedel	19/20 	ramschema.cfm?programkod=NY010&selLasar=1920&sprak=sv&programanmkod=91043.1920
NY010	91043.2021	Agronomprogrammet - livsmedel	20/21 	ramschema.cfm?programkod=NY010&selLasar=2021&sprak=sv&programanmkod=91043.2021
NY010	91043.2122	Agronomprogrammet - livsmedel	21/22 	ramschema.cfm?programkod=NY010&selLasar=2122&sprak=sv&programanmkod=91043.2122
NY010	91043.2223	Agronomprogrammet - livsmedel	22/23 	ramschema.cfm?programkod=NY010&selLasar=2223&sprak=sv&programanmkod=91043.2223
NY011	91044.1617	Agronomprogrammet - mark/växt	16/17 	ramschema.cfm?programkod=NY011&selLasar=1617&sprak=sv&programanmkod=91044.1617
NY011	91044.1718	Agronomprogrammet - mark/växt	17/18 	ramschema.cfm?programkod=NY011&selLasar=1718&sprak=sv&programanmkod=91044.1718
NY011	91044.1819	Agronomprogrammet - mark/växt	18/19 	ramschema.cfm?programkod=NY011&selLasar=1819&sprak=sv&programanmkod=91044.1819
NY011	91044.1920	Agronomprogrammet - mark/växt	19/20 	ramschema.cfm?programkod=NY011&selLasar=1920&sprak=sv&programanmkod=91044.1920
NY011	91044.2021	Agronomprogrammet - mark/växt	20/21 	ramschema.cfm?programkod=NY011&selLasar=2021&sprak=sv&programanmkod=91044.2021
NY011	91044.2122	Agronomprogrammet - mark/växt	21/22 	ramschema.cfm?programkod=NY011&selLasar=2122&sprak=sv&programanmkod=91044.2122
NY011	91044.2223	Agronomprogrammet - mark/växt	22/23 	ramschema.cfm?programkod=NY011&selLasar=2223&sprak=sv&programanmkod=91044.2223
NY012	91056.2122	Lantmästarprogrammet	21/22 	ramschema.cfm?programkod=NY012&selLasar=2122&sprak=sv&programanmkod=91056.2122
NY012	91056.2223	Lantmästarprogrammet	22/23 	ramschema.cfm?programkod=NY012&selLasar=2223&sprak=sv&programanmkod=91056.2223
SK001	91001.2122	Skog och landskap (kandidat)	21/22 	ramschema.cfm?programkod=SK001&selLasar=2122&sprak=sv&programanmkod=91001.2122
SK001	91001.2223	Skog och landskap (kandidat)	22/23 	ramschema.cfm?programkod=SK001&selLasar=2223&sprak=sv&programanmkod=91001.2223
SK002	91004.2122	Skogsekonomi (kandidat)	21/22 	ramschema.cfm?programkod=SK002&selLasar=2122&sprak=sv&programanmkod=91004.2122
SK002	91004.2223	Skogsekonomi (kandidat)	22/23 	ramschema.cfm?programkod=SK002&selLasar=2223&sprak=sv&programanmkod=91004.2223
SK003	91005.2122	Skogsvetarprogrammet (kandidat)	21/22 	ramschema.cfm?programkod=SK003&selLasar=2122&sprak=sv&programanmkod=91005.2122
SK003	91005.2223	Skogsvetarprogrammet (kandidat)	22/23 	ramschema.cfm?programkod=SK003&selLasar=2223&sprak=sv&programanmkod=91005.2223
SM001	81008.0910	Euroforester - masterprogram	09/10 	ramschema.cfm?programkod=SM001&selLasar=0910&sprak=sv&programanmkod=81008.0910
SM001	81008.1011	Euroforester - masterprogram	10/11 	ramschema.cfm?programkod=SM001&selLasar=1011&sprak=sv&programanmkod=81008.1011
SM001	81008.1112	Euroforester - masterprogram	11/12 	ramschema.cfm?programkod=SM001&selLasar=1112&sprak=sv&programanmkod=81008.1112
SM001	81008.1213	Euroforester - masterprogram	12/13 	ramschema.cfm?programkod=SM001&selLasar=1213&sprak=sv&programanmkod=81008.1213
