Nr	Kurskod	Version	Kursplan sve	Kursplan sve_link0	Kursplan eng	Kursplan eng_link0	Json	Json_link0
4956	LP0361	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0361&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0361&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0361&ver=1&sprak=sv
4957	LP0362	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0362&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0362&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0362&ver=1&sprak=sv
4958	LP0363	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0363&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0363&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0363&ver=1&sprak=sv
4959	LP0364	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0364&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0364&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0364&ver=1&sprak=sv
4960	LP0365	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0365&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0365&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0365&ver=1&sprak=sv
4961	LP0366	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0366&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0366&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0366&ver=1&sprak=sv
4962	LP0367	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0367&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0367&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0367&ver=1&sprak=sv
4963	LP0368	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0368&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0368&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0368&ver=1&sprak=sv
4964	LP0369	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0369&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0369&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0369&ver=1&sprak=sv
4965	LP0370	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0370&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0370&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0370&ver=1&sprak=sv
4966	LP0371	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0371&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0371&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0371&ver=1&sprak=sv
4967	LP0372	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0372&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0372&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0372&ver=1&sprak=sv
4968	LP0373	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0373&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0373&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0373&ver=1&sprak=sv
4969	LP0374	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0374&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0374&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0374&ver=1&sprak=sv
4970	LP0375	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0375&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0375&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0375&ver=1&sprak=sv
4971	LP0376	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0376&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0376&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0376&ver=1&sprak=sv
4972	LP0377	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0377&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0377&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0377&ver=1&sprak=sv
4973	LP0378	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0378&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0378&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0378&ver=1&sprak=sv
4974	LP0379	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0379&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0379&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0379&ver=1&sprak=sv
4975	LP0380	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0380&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0380&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0380&ver=1&sprak=sv
4976	LP0381	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0381&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0381&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0381&ver=1&sprak=sv
4977	LP0382	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0382&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0382&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0382&ver=1&sprak=sv
4978	LP0383	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0383&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0383&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0383&ver=1&sprak=sv
4979	LP0384	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0384&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0384&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0384&ver=1&sprak=sv
4980	LP0385	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0385&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0385&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0385&ver=1&sprak=sv
4981	LP0386	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0386&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0386&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0386&ver=1&sprak=sv
4982	LP0387	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0387&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0387&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0387&ver=1&sprak=sv
4983	LP0388	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0388&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0388&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0388&ver=1&sprak=sv
4984	LP0389	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0389&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0389&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0389&ver=1&sprak=sv
4985	LP0390	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0390&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0390&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0390&ver=1&sprak=sv
4986	LP0391	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0391&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0391&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0391&ver=1&sprak=sv
4987	LP0392	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0392&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0392&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0392&ver=1&sprak=sv
4988	LP0393	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0393&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0393&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0393&ver=1&sprak=sv
4989	LP0394	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0394&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0394&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0394&ver=1&sprak=sv
4990	LP0395	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0395&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0395&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0395&ver=1&sprak=sv
4991	LP0396	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0396&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0396&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0396&ver=1&sprak=sv
4992	LP0397	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0397&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0397&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0397&ver=1&sprak=sv
4993	LP0398	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0398&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0398&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0398&ver=1&sprak=sv
4994	LP0399	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0399&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0399&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0399&ver=1&sprak=sv
4995	LP0400	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0400&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0400&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0400&ver=1&sprak=sv
4996	LP0401	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0401&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0401&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0401&ver=1&sprak=sv
4997	LP0402	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0402&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0402&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0402&ver=1&sprak=sv
4998	LP0403	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0403&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0403&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0403&ver=1&sprak=sv
4999	LP0404	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0404&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0404&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0404&ver=1&sprak=sv
5000	LP0405	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0405&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0405&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0405&ver=1&sprak=sv
5001	LP0406	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0406&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0406&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0406&ver=1&sprak=sv
5002	LP0407	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0407&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0407&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0407&ver=1&sprak=sv
5003	LP0408	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0408&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0408&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0408&ver=1&sprak=sv
5004	LP0409	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0409&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0409&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0409&ver=1&sprak=sv
5005	LP0410	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0410&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0410&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0410&ver=1&sprak=sv
5006	LP0411	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0411&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0411&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0411&ver=1&sprak=sv
5007	LP0412	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0412&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0412&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0412&ver=1&sprak=sv
5008	LP0413	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0413&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0413&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0413&ver=1&sprak=sv
5009	LP0414	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0414&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0414&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0414&ver=1&sprak=sv
5010	LP0415	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0415&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0415&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0415&ver=1&sprak=sv
5011	LP0416	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0416&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0416&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0416&ver=1&sprak=sv
5012	LP0417	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0417&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0417&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0417&ver=1&sprak=sv
5013	LP0418	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0418&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0418&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0418&ver=1&sprak=sv
5014	LP0419	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0419&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0419&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0419&ver=1&sprak=sv
5015	LP0420	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0420&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0420&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0420&ver=1&sprak=sv
5016	LP0421	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0421&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0421&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0421&ver=1&sprak=sv
5017	LP0422	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0422&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0422&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0422&ver=1&sprak=sv
5018	LP0423	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0423&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0423&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0423&ver=1&sprak=sv
5019	LP0424	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0424&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0424&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0424&ver=1&sprak=sv
5020	LP0425	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0425&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0425&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0425&ver=1&sprak=sv
5021	LP0426	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0426&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0426&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0426&ver=1&sprak=sv
5022	LP0427	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0427&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0427&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0427&ver=1&sprak=sv
5023	LP0428	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0428&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0428&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0428&ver=1&sprak=sv
5024	LP0429	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0429&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0429&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0429&ver=1&sprak=sv
5025	LP0430	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0430&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0430&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0430&ver=1&sprak=sv
5026	LP0431	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0431&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0431&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0431&ver=1&sprak=sv
5027	LP0432	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0432&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0432&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0432&ver=1&sprak=sv
5028	LP0433	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0433&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0433&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0433&ver=1&sprak=sv
5029	LP0434	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0434&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0434&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0434&ver=1&sprak=sv
5030	LP0435	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0435&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0435&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0435&ver=1&sprak=sv
5031	LP0436	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0436&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0436&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0436&ver=1&sprak=sv
5032	LP0437	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0437&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0437&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0437&ver=1&sprak=sv
5033	LP0438	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0438&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0438&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0438&ver=1&sprak=sv
5034	LP0439	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0439&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0439&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0439&ver=1&sprak=sv
