Nr	Kurskod	Version	Kursplan sve	Kursplan sve_link0	Kursplan eng	Kursplan eng_link0	Json	Json_link0
4877	LP0255	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0255&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0255&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0255&ver=1&sprak=sv
4878	LP0264	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0264&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0264&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0264&ver=1&sprak=sv
4879	LP0265	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0265&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0265&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0265&ver=1&sprak=sv
4880	LP0267	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0267&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0267&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0267&ver=1&sprak=sv
4881	LP0268	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0268&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0268&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0268&ver=1&sprak=sv
4882	LP0269	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0269&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0269&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0269&ver=1&sprak=sv
4883	LP0270	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0270&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0270&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0270&ver=1&sprak=sv
4884	LP0271	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0271&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0271&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0271&ver=1&sprak=sv
4885	LP0273	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0273&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0273&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0273&ver=1&sprak=sv
4886	LP0274	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0274&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0274&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0274&ver=1&sprak=sv
4887	LP0275	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0275&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0275&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0275&ver=1&sprak=sv
4888	LP0276	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0276&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0276&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0276&ver=1&sprak=sv
4889	LP0277	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0277&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0277&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0277&ver=1&sprak=sv
4890	LP0294	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0294&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0294&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0294&ver=1&sprak=sv
4891	LP0295	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0295&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0295&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0295&ver=1&sprak=sv
4892	LP0296	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0296&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0296&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0296&ver=1&sprak=sv
4893	LP0297	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0297&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0297&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0297&ver=1&sprak=sv
4894	LP0298	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0298&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0298&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0298&ver=1&sprak=sv
4895	LP0299	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0299&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0299&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0299&ver=1&sprak=sv
4896	LP0300	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0300&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0300&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0300&ver=1&sprak=sv
4897	LP0302	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0302&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0302&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0302&ver=1&sprak=sv
4898	LP0303	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0303&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0303&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0303&ver=1&sprak=sv
4899	LP0304	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0304&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0304&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0304&ver=1&sprak=sv
4900	LP0305	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0305&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0305&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0305&ver=1&sprak=sv
4901	LP0306	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0306&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0306&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0306&ver=1&sprak=sv
4902	LP0307	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0307&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0307&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0307&ver=1&sprak=sv
4903	LP0308	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0308&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0308&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0308&ver=1&sprak=sv
4904	LP0309	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0309&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0309&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0309&ver=1&sprak=sv
4905	LP0310	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0310&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0310&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0310&ver=1&sprak=sv
4906	LP0311	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0311&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0311&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0311&ver=1&sprak=sv
4907	LP0312	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0312&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0312&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0312&ver=1&sprak=sv
4908	LP0313	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0313&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0313&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0313&ver=1&sprak=sv
4909	LP0314	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0314&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0314&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0314&ver=1&sprak=sv
4910	LP0315	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0315&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0315&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0315&ver=1&sprak=sv
4911	LP0316	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0316&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0316&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0316&ver=1&sprak=sv
4912	LP0317	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0317&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0317&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0317&ver=1&sprak=sv
4913	LP0318	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0318&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0318&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0318&ver=1&sprak=sv
4914	LP0319	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0319&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0319&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0319&ver=1&sprak=sv
4915	LP0320	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0320&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0320&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0320&ver=1&sprak=sv
4916	LP0321	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0321&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0321&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0321&ver=1&sprak=sv
4917	LP0322	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0322&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0322&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0322&ver=1&sprak=sv
4918	LP0323	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0323&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0323&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0323&ver=1&sprak=sv
4919	LP0324	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0324&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0324&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0324&ver=1&sprak=sv
4920	LP0325	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0325&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0325&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0325&ver=1&sprak=sv
4921	LP0326	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0326&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0326&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0326&ver=1&sprak=sv
4922	LP0327	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0327&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0327&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0327&ver=1&sprak=sv
4923	LP0328	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0328&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0328&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0328&ver=1&sprak=sv
4924	LP0329	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0329&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0329&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0329&ver=1&sprak=sv
4925	LP0330	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0330&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0330&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0330&ver=1&sprak=sv
4926	LP0331	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0331&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0331&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0331&ver=1&sprak=sv
4927	LP0332	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0332&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0332&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0332&ver=1&sprak=sv
4928	LP0333	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0333&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0333&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0333&ver=1&sprak=sv
4929	LP0334	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0334&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0334&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0334&ver=1&sprak=sv
4930	LP0335	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0335&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0335&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0335&ver=1&sprak=sv
4931	LP0336	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0336&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0336&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0336&ver=1&sprak=sv
4932	LP0337	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0337&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0337&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0337&ver=1&sprak=sv
4933	LP0338	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0338&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0338&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0338&ver=1&sprak=sv
4934	LP0339	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0339&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0339&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0339&ver=1&sprak=sv
4935	LP0340	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0340&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0340&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0340&ver=1&sprak=sv
4936	LP0341	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0341&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0341&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0341&ver=1&sprak=sv
4937	LP0342	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0342&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0342&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0342&ver=1&sprak=sv
4938	LP0343	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0343&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0343&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0343&ver=1&sprak=sv
4939	LP0344	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0344&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0344&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0344&ver=1&sprak=sv
4940	LP0345	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0345&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0345&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0345&ver=1&sprak=sv
4941	LP0346	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0346&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0346&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0346&ver=1&sprak=sv
4942	LP0347	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0347&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0347&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0347&ver=1&sprak=sv
4943	LP0348	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0348&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0348&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0348&ver=1&sprak=sv
4944	LP0349	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0349&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0349&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0349&ver=1&sprak=sv
4945	LP0350	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0350&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0350&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0350&ver=1&sprak=sv
4946	LP0351	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0351&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0351&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0351&ver=1&sprak=sv
4947	LP0352	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0352&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0352&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0352&ver=1&sprak=sv
4948	LP0353	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0353&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0353&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0353&ver=1&sprak=sv
4949	LP0354	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0354&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0354&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0354&ver=1&sprak=sv
4950	LP0355	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0355&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0355&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0355&ver=1&sprak=sv
4951	LP0356	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0356&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0356&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0356&ver=1&sprak=sv
4952	LP0357	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0357&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0357&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0357&ver=1&sprak=sv
4953	LP0358	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0358&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0358&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0358&ver=1&sprak=sv
4954	LP0359	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0359&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0359&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0359&ver=1&sprak=sv
4955	LP0360	1	Kursplan sv	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0360&ver=1&sprak=sv	Kursplan en	https://slukurs.slu.se/arkivering/kursplan.cfm?Kurskod=LP0360&ver=1&sprak=en	Json	https://slukurs.slu.se/arkivering/kursplanJson.cfm?Kurskod=LP0360&ver=1&sprak=sv
