enhet	anmkod	Kurskod	Benamning	Enhetsnamn
390	30151.1920	EX0989	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	50059.1920	EX0989	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	P0087.1718	PFS0144	Sample preparation for high-throughput sequencing	Institutionen för skoglig mykologi och växtpatologi
390	10301.2021	BI1044	Växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	50011.2021	BI1297	Svampkunskap - en introduktion till mykologi	Institutionen för skoglig mykologi och växtpatologi
390	10034.2021	EX0972	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	10035.2021	EX0973	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	30036.2021	EX0973	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	10036.2021	EX0974	Masterarbete i Biologi, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	30037.2021	EX0974	Masterarbete i Biologi, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	50012.2021	EX0972	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	50013.2021	EX0973	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	50014.2021	EX0974	Masterarbete i Biologi, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	20162.2122	BI1376	Mikrobiom - en introduktion till mikroorganismernas fascinerande värld	Institutionen för skoglig mykologi och växtpatologi
390	10033.2021	BI1298	Svampkunskap - fortsättningskurs i mykologi	Institutionen för skoglig mykologi och växtpatologi
390	10032.2021	SG0225	Skogsträdens skadegörare: interaktioner, ekologi och skötsel	Institutionen för skoglig mykologi och växtpatologi
390	30035.2021	EX0972	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	30038.2021	EX0989	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	50015.2021	EX0989	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	50080.2021	EX0990	Masterarbete i Biologi, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	10037.2021	EX0989	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	10316.2021	EX0990	Masterarbete i Biologi, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	30286.2021	EX0990	Masterarbete i Biologi, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
390	20163.2021	BI1376	Mikrobiom - en introduktion till mikroorganismernas fascinerande värld	Institutionen för skoglig mykologi och växtpatologi
390	20164.2021	BI1352	Växtproduktion - ogräs och växtskadegörare	Institutionen för skoglig mykologi och växtpatologi
390	10060.2122	EX0989	Masterarbete i Skogsvetenskap, A2E - Skoglig mykologi och växtpatologi	Institutionen för skoglig mykologi och växtpatologi
380	26401.9900	BI0194	Akvatiska ekosystem i skogslandskapet	Institutionen för vattenbruk
380	23801.0001	BI0194	Akvatiska ekosystem i skogslandskapet	Institutionen för vattenbruk
380	23801.0102	BI0194	Akvatiska ekosystem i skogslandskapet	Institutionen för vattenbruk
380	23801.0203	BI0194	Akvatiska ekosystem i skogslandskapet	Institutionen för vattenbruk
380	16404.9900	BI0245	Fiskevård	Institutionen för vattenbruk
380	13803.0001	BI0245	Fiskevård	Institutionen för vattenbruk
380	13804.0001	BI4238	Fiskbiologi med inriktning på fiskevård	Institutionen för vattenbruk
380	46401.9900	BI0239	Fiskbiologi inriktad mot odlingsbiologi och  fiskevård	Institutionen för vattenbruk
380	43801.0001	BI0239	Fiskbiologi inriktad mot odlingsbiologi och  fiskevård	Institutionen för vattenbruk
375	23751.0203	BI4067	Vegetationsekologi	Institutionen för skoglig vegetationsekologi
375	20056.0506	BI4288	Ekologi	Institutionen för skoglig vegetationsekologi
375	20022.0607	BI4288	Ekologi	Institutionen för skoglig vegetationsekologi
375	13741.0001	BI4059	Ekologi	Institutionen för skoglig vegetationsekologi
375	13741.9900	BI4059	Ekologi	Institutionen för skoglig vegetationsekologi
375	13742.0001	BI4061	Dendrologi	Institutionen för skoglig vegetationsekologi
375	13742.9900	BI4061	Dendrologi	Institutionen för skoglig vegetationsekologi
375	13751.0102	BI4059	Ekologi	Institutionen för skoglig vegetationsekologi
375	13751.0203	BI4059	Ekologi	Institutionen för skoglig vegetationsekologi
375	13751.0304	BI4059	Ekologi	Institutionen för skoglig vegetationsekologi
375	13752.0102	BI4061	Dendrologi	Institutionen för skoglig vegetationsekologi
375	13752.0203	BI4061	Dendrologi	Institutionen för skoglig vegetationsekologi
375	10135.0405	BI4288	Ekologi	Institutionen för skoglig vegetationsekologi
375	10079.0506	BI4290	Skogshistoria	Institutionen för skoglig vegetationsekologi
375	10030.0607	BI4290	Skogshistoria	Institutionen för skoglig vegetationsekologi
375	63751.0102	BI4067	Vegetationsekologi	Institutionen för skoglig vegetationsekologi
375	53741.0001	BI4067	Vegetationsekologi	Institutionen för skoglig vegetationsekologi
375	53752.0001	BI4263	Fire Management II	Institutionen för skoglig vegetationsekologi
375	53752.0102	BI4263	Fire Management II	Institutionen för skoglig vegetationsekologi
375	53752.0203	BI4263	Fire Management II	Institutionen för skoglig vegetationsekologi
375	53752.0304	BI4263	Fire Management II	Institutionen för skoglig vegetationsekologi
375	50016.0405	BI4263	Fire Management II	Institutionen för skoglig vegetationsekologi
375	50011.0506	BI4289	Fältkurs i vegetationsekologi	Institutionen för skoglig vegetationsekologi
375	50010.0506	BI4263	Fire Management II	Institutionen för skoglig vegetationsekologi
375	50018.0405	BI4289	Fältkurs i vegetationsekologi	Institutionen för skoglig vegetationsekologi
375	43741.0001	BI4138	Skogshistoria I	Institutionen för skoglig vegetationsekologi
375	43741.9900	BI4138	Skogshistoria I	Institutionen för skoglig vegetationsekologi
375	43742.0001	BI4139	Skogshistoria II	Institutionen för skoglig vegetationsekologi
375	43742.9900	BI4139	Skogshistoria II	Institutionen för skoglig vegetationsekologi
375	43751.0102	BI4138	Skogshistoria I	Institutionen för skoglig vegetationsekologi
375	43751.0203	BI4138	Skogshistoria I	Institutionen för skoglig vegetationsekologi
375	43751.0304	BI4138	Skogshistoria I	Institutionen för skoglig vegetationsekologi
375	43752.0102	BI4139	Skogshistoria II	Institutionen för skoglig vegetationsekologi
375	43752.0203	BI4139	Skogshistoria II	Institutionen för skoglig vegetationsekologi
375	43752.0304	BI4139	Skogshistoria II	Institutionen för skoglig vegetationsekologi
375	40087.0405	BI4290	Skogshistoria	Institutionen för skoglig vegetationsekologi
375	33741.9900	BI4067	Vegetationsekologi	Institutionen för skoglig vegetationsekologi
375	33751.0304	BI4067	Vegetationsekologi	Institutionen för skoglig vegetationsekologi
370	23701.0203	MV4039	Markkemi	Institutionen för skogsekologi
370	23701.0304	KE4010	Kemi	Institutionen för skogsekologi
370	23701.9900	MV4039	Markkemi	Institutionen för skogsekologi
370	23702.0001	MV4040	Markbiologi	Institutionen för skogsekologi
370	23701.0001	MV4039	Markkemi	Institutionen för skogsekologi
370	23701.0102	MV4039	Markkemi	Institutionen för skogsekologi
370	23702.0102	MV4040	Markbiologi	Institutionen för skogsekologi
370	23702.0203	MV4040	Markbiologi	Institutionen för skogsekologi
370	23702.0304	MV4039	Markkemi	Institutionen för skogsekologi
370	23702.9900	MV4040	Markbiologi	Institutionen för skogsekologi
370	23703.0001	MV4047	Biogeokemi i det boreala skogslandskapet	Institutionen för skogsekologi
370	23703.0102	MV4047	Biogeokemi i det boreala skogslandskapet	Institutionen för skogsekologi
370	23703.0304	MV4040	Markbiologi	Institutionen för skogsekologi
370	23703.9900	MV4047	Biogeokemi i det boreala skogslandskapet	Institutionen för skogsekologi
370	23705.9900	BI4234	Grundläggande mikrobiologi	Institutionen för skogsekologi
370	20088.0405	KE4010	Kemi	Institutionen för skogsekologi
370	20089.0405	MV4041	Markfysik	Institutionen för skogsekologi
370	20090.0405	MV4060	Jordar i världen - processer, klassifikation och nyttjande	Institutionen för skogsekologi
370	20059.0506	KE4010	Kemi	Institutionen för skogsekologi
370	20060.0506	MV4041	Markfysik	Institutionen för skogsekologi
370	20061.0506	MV4060	Jordar i världen - processer, klassifikation och nyttjande	Institutionen för skogsekologi
370	20025.0607	KE4010	Kemi	Institutionen för skogsekologi
370	20026.0607	MV4041	Markfysik	Institutionen för skogsekologi
370	20027.0607	MV4060	Jordar i världen - processer, klassifikation och nyttjande	Institutionen för skogsekologi
370	13701.0001	BI4221	Miljö och natur	Institutionen för skogsekologi
370	13701.0102	BI4221	Miljö och natur	Institutionen för skogsekologi
370	13701.0203	BI4221	Miljö och natur	Institutionen för skogsekologi
370	13704.9900	MV4041	Markfysik	Institutionen för skogsekologi
370	13705.0001	MV4050	Miljötillämpad markkemi	Institutionen för skogsekologi
370	13705.0102	ÖÄ4061	Miljövetenskaplig strimma	Institutionen för skogsekologi
370	13705.0203	ÖÄ4061	Miljövetenskaplig strimma	Institutionen för skogsekologi
370	13705.0304	MV4056	Marklära och klimatologi	Institutionen för skogsekologi
370	13705.9900	MV4050	Miljötillämpad markkemi	Institutionen för skogsekologi
370	13706.9900	KE4006	Oorganisk kemi	Institutionen för skogsekologi
370	13707.0203	MV4056	Marklära och klimatologi	Institutionen för skogsekologi
370	13701.0304	BI4221	Miljö och natur	Institutionen för skogsekologi
370	13701.9900	BI4221	Miljö och natur	Institutionen för skogsekologi
370	13702.0102	MV4029	Skogsmeteorologi/hydrologi	Institutionen för skogsekologi
370	13702.0203	MV4029	Skogsmeteorologi/hydrologi	Institutionen för skogsekologi
370	13702.0304	MV4029	Skogsmeteorologi/hydrologi	Institutionen för skogsekologi
370	13702.9900	MV4028	Marklära och markvård för skogsbruket	Institutionen för skogsekologi
370	13703.0001	MV4029	Skogsmeteorologi/hydrologi	Institutionen för skogsekologi
370	13703.0102	MV4041	Markfysik	Institutionen för skogsekologi
370	13703.0203	MV4041	Markfysik	Institutionen för skogsekologi
370	13703.0304	MV4041	Markfysik	Institutionen för skogsekologi
370	13703.9900	MV4029	Skogsmeteorologi/hydrologi	Institutionen för skogsekologi
370	13704.0001	MV4041	Markfysik	Institutionen för skogsekologi
370	13704.0102	MV4050	Miljötillämpad markkemi	Institutionen för skogsekologi
370	13704.0203	MV4055	Biogeokemiska kretslopp	Institutionen för skogsekologi
370	13704.0304	MV4055	Biogeokemiska kretslopp	Institutionen för skogsekologi
370	10139.0405	BI4221	Miljö och natur	Institutionen för skogsekologi
370	10140.0405	MV4056	Marklära och klimatologi	Institutionen för skogsekologi
370	10141.0405	MV4058	Skogsmeteorologi och - hydrologi	Institutionen för skogsekologi
370	10142.0405	MV4061	Markbiologi och växt-markinteraktioner	Institutionen för skogsekologi
370	10143.0405	MV4062	Markkemi	Institutionen för skogsekologi
370	10082.0506	BI4221	Miljö och natur	Institutionen för skogsekologi
370	10083.0506	MV4056	Marklära och klimatologi	Institutionen för skogsekologi
370	10084.0506	MV4058	Skogsmeteorologi och - hydrologi	Institutionen för skogsekologi
370	10085.0506	MV4061	Markbiologi och växt-markinteraktioner	Institutionen för skogsekologi
370	10086.0506	MV4062	Markkemi	Institutionen för skogsekologi
370	10033.0607	BI4221	Miljö och natur	Institutionen för skogsekologi
370	10034.0607	MV4056	Marklära och klimatologi	Institutionen för skogsekologi
370	10035.0607	MV4058	Skogsmeteorologi och - hydrologi	Institutionen för skogsekologi
370	10036.0607	MV4061	Markbiologi och växt-markinteraktioner	Institutionen för skogsekologi
370	10037.0607	MV4062	Markkemi	Institutionen för skogsekologi
370	53701.0001	MV4045	Våtmarksekologi	Institutionen för skogsekologi
370	53701.0102	MV4044	Skogbärande våtmarker, ekologi och skötsel	Institutionen för skogsekologi
370	53701.9900	MV4045	Våtmarksekologi	Institutionen för skogsekologi
370	53702.0001	MV4044	Skogbärande våtmarker, ekologi och skötsel	Institutionen för skogsekologi
370	43701.0001	MV4026	Marklära	Institutionen för skogsekologi
370	43701.0102	MV4026	Marklära	Institutionen för skogsekologi
370	43701.0203	MV4026	Marklära	Institutionen för skogsekologi
370	43701.0304	MV4026	Marklära	Institutionen för skogsekologi
370	43701.9900	MV4026	Marklära	Institutionen för skogsekologi
370	43702.0001	MV4027	Geologi för skogsvetare	Institutionen för skogsekologi
370	43702.0102	MV4027	Geologi för skogsvetare	Institutionen för skogsekologi
370	43702.0203	MV4042	Växt-markinteraktioner	Institutionen för skogsekologi
370	43702.0304	MV4042	Växt-markinteraktioner	Institutionen för skogsekologi
370	43702.9900	MV4027	Geologi för skogsvetare	Institutionen för skogsekologi
370	43703.0001	MV4048	Miljö, vetenskap och policy	Institutionen för skogsekologi
370	43703.0102	MV4048	Miljö, vetenskap och policy	Institutionen för skogsekologi
370	43703.0203	MV4045	Våtmarksekologi	Institutionen för skogsekologi
370	43703.9900	MV4048	Miljö, vetenskap och policy	Institutionen för skogsekologi
370	33701.0102	BI4227	Ekologi och markvetenskap	Institutionen för skogsekologi
370	33701.0203	BI4227	Ekologi och markvetenskap	Institutionen för skogsekologi
370	33701.0304	BI4227	Ekologi och markvetenskap	Institutionen för skogsekologi
370	33701.9900	KE4005	Kemi för skogsvetare	Institutionen för skogsekologi
370	33702.0001	MV4042	Växt-markinteraktioner	Institutionen för skogsekologi
370	33702.0102	KE4005	Kemi för skogsvetare	Institutionen för skogsekologi
370	33702.0203	KE4005	Kemi för skogsvetare	Institutionen för skogsekologi
370	33702.0304	KE4005	Kemi för skogsvetare	Institutionen för skogsekologi
370	33702.9900	MV4042	Växt-markinteraktioner	Institutionen för skogsekologi
370	33703.0001	MV4043	Internationell marklära och markvård	Institutionen för skogsekologi
370	33703.0102	MA4001	Matematik	Institutionen för skogsekologi
370	33703.0203	MA4001	Matematik	Institutionen för skogsekologi
370	33703.0304	MA4001	Matematik	Institutionen för skogsekologi
370	33703.9900	MV4043	Internationell marklära och markvård	Institutionen för skogsekologi
370	33704.0001	MV4049	Biogeokemi i tropiska ekosystem	Institutionen för skogsekologi
370	33704.0102	MV4028	Marklära och markvård för skogsbruket	Institutionen för skogsekologi
370	33704.0203	MV4043	Internationell marklära och markvård	Institutionen för skogsekologi
370	33704.0304	MV4043	Internationell marklära och markvård	Institutionen för skogsekologi
370	33705.9900	BI4227	Ekologi och markvetenskap	Institutionen för skogsekologi
370	33706.0001	MA4001	Matematik	Institutionen för skogsekologi
370	33706.0102	MV4043	Internationell marklära och markvård	Institutionen för skogsekologi
370	33706.0203	MV4054	Marksanering	Institutionen för skogsekologi
370	33706.0304	MV4054	Marksanering	Institutionen för skogsekologi
370	33706.9900	MA4001	Matematik	Institutionen för skogsekologi
370	33707.0001	MV4028	Marklära och markvård för skogsbruket	Institutionen för skogsekologi
